country,emoji_rate,laugh_rate,exclamation_rate,mean_length,mean_cpm,burst_freq_per_hour,mean_burst_duration,mean_burst_intensity
Dominican,1.426356040220932,0.0007789264976632,0.1299391021101827,27.499291885002123,50.98194945848376,0.6498194945848376,8.666666666666666,7.453618467639145
France,0.8944813490035769,0.0102197240674501,0.1124169647419519,36.941492079713846,25.75,0.3947368421052631,4.0,3.805825242718447
Japan,0.149976699458542,0.03670694534348964,0.005426120022011733,14.639075157578858,38.017716782549165,1.2962171776151097,5.111111111111111,5.113971738404346
Spain,1.2608854521870527,0.021626036916685548,0.10435192985740581,38.65546295181931,27.17668158483612,0.4916414374095037,3.0,3.4535887012298137
UK,1.2129511464687897,0.012199151444013375,0.04965273491230105,35.138543390069096,26.41711819752451,0.5688502897067174,3.5416666666666665,4.809760684330668
USA,0.4148040901275903,0.0293186137001176,0.3072120170120351,31.04777848158537,47.22649572649573,1.2820512820512822,7.2,5.810297710614424
