messageId,timestamp,author,authorChannelId,isChatOwner,isChatSponsor,isVerified,message
LCC.EhwKGkNONjE4ZENPMW84REZYVEN3Z1FkMm9BUkN3,2025-09-14 01:03:43.164654+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,失点してなくてもトレントさんとの差がありすぎるんだよな
LCC.EhwKGkNPbjd6OUdPMW84REZjVEh3Z1FkNkZraHRR,2025-09-14 01:03:44.708507+00:00,はン,UC9gzBeJF64YztYeg_ACsOeQ,False,False,False,カルバハルって最初から上手かったですか？
LCC.EhwKGkNLXzAyZEtPMW84REZRTTlyUVlka0dRQUNn,2025-09-14 01:03:46.967946+00:00,ハヤト,UCEFfO-zLYQiEEZGTkX-hD-Q,False,False,False,ダンクひどいね
LCC.EhwKGkNOYk1rZE9PMW84REZRX0l3Z1FkZWpnWjNB,2025-09-14 01:03:47.881442+00:00,ヤマザキパン,UCIyMFZunMEu2ZEFuTGPdlKA,False,False,False,ペナルティ消化の感覚なんだ
LCC.EhwKGkNJUEtsdFdPMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:03:52.156329+00:00,Vamo ,UCAw9A_-2KiLODVq3lt_0d4g,False,False,False,ちょっと前までこのチームにイサクだのダビド・シルバだのスビメンディだのいたのすげぇ
LCC.EhwKGkNKS2F2dGVPMW84REZWckJ3Z1FkaEw4alN3,2025-09-14 01:03:57.001994+00:00,甘党,UCMbYicvcXL53McStkLlfY2A,False,False,False,今期のソシエダ初めて観るけど、ラセ・シェーネに似てるの誰だ？
LCC.EhwKGkNMRDlrZGlPMW84REZRX0l3Z1FkZWpnWjNB,2025-09-14 01:03:58.375036+00:00,allset,UC-pdqS_neAoLd1XJg1yNiYA,False,False,False,あれ、ソシエダ全然強くないですか？
LCC.EhwKGkNKVDZuOW1PMW84REZaYkh3Z1FkVk5BVTJR,2025-09-14 01:04:00.699336+00:00,来世はひとなみ,UC1HjLO5RkOQ5zcPolFmuO5A,False,False,False,アセンシオってこんなにファール気味に腕使うっけ
LCC.EhwKGkNLdjExZHVPMW84REZWUER3Z1FkV3VNazdn,2025-09-14 01:04:05.777685+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,アレクサンダーだと不安やなぁ
LCC.EhwKGkNJVDEtTjZPMW84REZWbkN3Z1FkaTdVOXJR,2025-09-14 01:04:12.641909+00:00,feddie,UC0y_-rmrwpS6u5tTb2-fc3w,False,False,False,TAAだからターでいいんじゃない？（無責任
LCC.EhwKGkNOSHAyZUtPMW84REZiZk53Z1FkcTFZcDFB,2025-09-14 01:04:20.521078+00:00,マルコス,UCkbHL7c8jrEUNnIgCKPKZ1w,False,False,False,ギュレル足キレイすぎる
LCC.EhwKGkNMZnZxdXVPMW84REZTREV3Z1FkSlNzZlp3,2025-09-14 01:04:38.626537+00:00,ビーライン,UCYIJCzCJFwJtLawz6LmV9-w,False,False,False,テオはどんな感じでした？
LCC.EhwKGkNJV2QyZS1PMW84REZZTER3Z1FkeFFRVy1B,2025-09-14 01:04:47.773929+00:00,俺だ俺だ,UCHoENBxOPi1LkEp7_BzcQkg,False,False,False,でもアーノルド呼びは長宗我部を我部って呼んでる感じらしい
LCC.EhwKGkNQNlJpX09PMW84REZYUFB3Z1FkMWVZREZn,2025-09-14 01:04:54.883940+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,今年は強豪が強豪しててCLが楽しみだな
LCC.EhwKGkNLYnc2dmVPMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:05:04.841895+00:00,ゾン,UCdPjLq1gL_c5Ug1jcbzA0Dw,False,False,False,あと1点とるレアル
LCC.EhwKGkNMS1cydmlPMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:05:06.678527+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,来季アラバ放出って本当なんですかね
LCC.EhwKGkNPUDkzUHVPMW84REZYTVlyUVlkS244SXF3,2025-09-14 01:05:13.002659+00:00,はン,UC9gzBeJF64YztYeg_ACsOeQ,False,False,False,ロドリゴ厳しいな
LCC.EhwKGkNJbnZwZjJPMW84REZUYkR3Z1FkZzk0RkZR,2025-09-14 01:05:16.301700+00:00,ゴットー,UC8owdKScPolERLJAewxTNCA,False,False,False,アラバ久しぶりに顔見たな
LCC.EhwKGkNJdU8tdjZPMW84REZaYkh3Z1FkVk5BVTJR,2025-09-14 01:05:19.771068+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,アラバ顔が凛々しい
LCC.EhwKGkNPR0hoWVNQMW84REZTTW1yUVlkaENBU2ZB,2025-09-14 01:05:30.435809+00:00,ゾン,UCdPjLq1gL_c5Ug1jcbzA0Dw,False,False,False,今、世界一のCB、SBって誰
LCC.EhwKGkNQaXRfNGlQMW84REZWckJ3Z1FkaEw4alN3,2025-09-14 01:05:40.828287+00:00,Yoma_chan,UCkThUEfuhKG4J_AQN9GRMXQ,False,False,False,アレックス
LCC.EhwKGkNQQ0w4WXlQMW84REZTREV3Z1FkSlNzZlp3,2025-09-14 01:05:48.983631+00:00,ぱんさーセカンド,UChSh3-I8KlzjLPH0LtNvvsA,False,False,False,かべの部活の後輩感
LCC.EhwKGkNMcXp1bzZQMW84REZkUURyUVlkclBBdnZB,2025-09-14 01:05:52.281644+00:00,ポリオン,UC1rynw3hiM5ecCUDnsuq5sQ,False,False,False,両親の名字両方つけてるんだっけ？
LCC.EhwKGkNJekMwcEdQMW84REZVRER3Z1FkMFdjNHhn,2025-09-14 01:05:58.968105+00:00,ももか,UCBEA7393cCOJ6oeT09s4NDQ,False,False,False,元親の奥さんが光秀の腹心の娘さん
LCC.EhwKGkNJckowNXFQMW84REZYVEN3Z1FkMm9BUkN3,2025-09-14 01:06:17.859517+00:00,L,UCqEr_dsNjj0OlwZBCDJJ73g,False,False,False,ふかした〜
LCC.EhwKGkNLVEtfcUdQMW84REZYUFB3Z1FkMWVZREZn,2025-09-14 01:06:33.244173+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,客が可愛い
LCC.EhwKGkNMbkcyNk9QMW84REZkYkh3Z1FkWHBZY2Rn,2025-09-14 01:06:36.873016+00:00,Shaunite [ショーナイト],UCCOHjmQQXv737zzynEXZDlA,False,False,False,トレントのフルネームはTrent John Alexander-Arnold
LCC.EhwKGkNJYmFycVNQMW84REZRX0l3Z1FkZWpnWjNB,2025-09-14 01:06:38.227083+00:00,さかな,UCbIUVNCar_iNUhvbGriFTuw,False,False,False,久保のキックはいつよくなるんだ、、
LCC.EhwKGkNJZnNwcVdQMW84REZlX0R3Z1FkblpJc0Zn,2025-09-14 01:06:40.196256+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,サポーターの顔が...
LCC.EhwKGkNJbUo3YWVQMW84REZjN0h3Z1FkWjdzdzdn,2025-09-14 01:06:45.539177+00:00,とある,UCe0kGAn5sE1wPOZvA9OhQTQ,False,False,False,それフカスのかよ
LCC.EhwKGkNQajdfS2VQMW84REZkUURyUVlkclBBdnZB,2025-09-14 01:06:45.801136+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,くぅうううううう宇宙開発…
LCC.EhwKGkNOWFVoNjZQMW84REZZTER3Z1FkeFFRVy1B,2025-09-14 01:06:58.559822+00:00,あいすくりーむ,UCYfAVIRblIoIc4pXq4DP1mQ,False,False,False,まぎかー
LCC.EhwKGkNNYnUxYm1QMW84REZWckJ3Z1FkaEw4alN3,2025-09-14 01:07:22.908881+00:00,ヨッシー,UCN5ILY40L57a2rTaABBFJRg,False,False,False,声聞こえたな
LCC.EhwKGkNON00zN21QMW84REZWckJ3Z1FkaEw4alN3,2025-09-14 01:07:23.071271+00:00,k k,UCRpOQXuxmD8IsdTJ4kfvWCg,False,False,False,ソシエダ、どこでミスってんねんが多い
LCC.EhwKGkNNWHJzYnVQMW84REZjN0x3Z1FkaWdBZVZ3,2025-09-14 01:07:26.512748+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,久保…
LCC.EhwKGkNJVGFtYjZQMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:07:32.408690+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,久保バカ叫んでた
LCC.EhwKGkNOREI2cjZQMW84REZRTTlyUVlka0dRQUNn,2025-09-14 01:07:33.734746+00:00,ハムめがね,UCG2RUwYm5IZOe-w1UNPVssQ,False,False,False,ラリーガやばいな
LCC.EhwKGkNONldvY0NQMW84REZWUER3Z1FkV3VNazdn,2025-09-14 01:07:36.726307+00:00,ゴットー,UC8owdKScPolERLJAewxTNCA,False,False,False,うわ
LCC.EhwKGkNQalFtc1NQMW84REZTTW1yUVlkaENBU2ZB,2025-09-14 01:07:45.006447+00:00,甘党,UCMbYicvcXL53McStkLlfY2A,False,False,False,めっちゃ久保声出してたな、
LCC.EhwKGkNJTG1sOFdQMW84REZmSER3Z1FkTnFVWU53,2025-09-14 01:07:47.057836+00:00,yuki,UCFYAcBbBt3WCveqs28vki7Q,False,False,False,急に現れた
LCC.EhwKGkNKMl9zTWFQMW84REZkYkh3Z1FkWHBZY2Rn,2025-09-14 01:07:49.560080+00:00,ミルクティーgg,UCCVI1c1S1Ca84s22JOYsjxQ,False,False,False,久保イライラしてそう笑
LCC.EhwKGkNPYXJsOGlQMW84REZWckJ3Z1FkaEw4alN3,2025-09-14 01:07:53.341777+00:00,ヤマザキパン,UCIyMFZunMEu2ZEFuTGPdlKA,False,False,False,久保めっっっちゃくちゃ叫んでた
LCC.EhwKGkNLTHgycy1QMW84REZkUURyUVlkclBBdnZB,2025-09-14 01:08:09.129818+00:00,マニーパッキャオ,UCP5DRyVhpnQrbg2IF5YPycQ,False,False,False,ロスタイムどれくらいかな
LCC.EhwKGkNMS2Nfcy1QMW84REZZTER3Z1FkeFFRVy1B,2025-09-14 01:08:09.706865+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,汚ねえクソマドリー審判終わってるマジで嫌い
LCC.EhwKGkNJQ0dqOUtQMW84REZWUER3Z1FkV3VNazdn,2025-09-14 01:08:14.177545+00:00,来世はひとなみ,UC1HjLO5RkOQ5zcPolFmuO5A,False,False,False,副審がっつり見てるのになんで止めないの
LCC.EhwKGkNLdVBpdE9QMW84REZjX0V3Z1FkN0JFRk9B,2025-09-14 01:08:16.194606+00:00,アキラ,UCQagp4a1EXYwM3q93ooSW3w,False,False,False,コエントランってカレーラスみたいな感じでしたか？
LCC.EhwKGkNMQ3JrTmlQMW84REZjRFN3Z1FkSEFVUUR3,2025-09-14 01:08:26.781208+00:00,Vamo ,UCAw9A_-2KiLODVq3lt_0d4g,False,False,False,久保子供の頃からこういうのできてたよね
LCC.EhwKGkNONmkyTnVQMW84REZVRER3Z1FkMFdjNHhn,2025-09-14 01:08:34.252050+00:00,ハムめがね,UCG2RUwYm5IZOe-w1UNPVssQ,False,False,False,ラリーガの審判どーなってんねん
LCC.EhwKGkNQM1owTi1QMW84REZWUER3Z1FkV3VNazdn,2025-09-14 01:08:42.516253+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,ギリギリで久保のゴラッソが決まるって俺は知ってる
LCC.EhwKGkNJbUl1LUNQMW84REZRckR3Z1FkOXRRZzFR,2025-09-14 01:08:44.259537+00:00,Hayato,UCGjjx6rsUriOZmyI1MQq-ZA,False,False,False,完全に戦士の顔してる
LCC.EhwKGkNKYTAwT09QMW84REZWTVRyUVlkRkpRb2Rn,2025-09-14 01:08:50.899287+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,久保ぶち込め！！！
LCC.EhwKGkNMYmd0ZVNQMW84REZTTW1yUVlkaENBU2ZB,2025-09-14 01:08:52.569007+00:00,kazu 10,UCSW7pMvphc0JSRL3NGuBCsg,False,False,False,アロンソめっちゃかっこいいですね
LCC.EhwKGkNNUFhzZWVQMW84REZRckR3Z1FkOXRRZzFR,2025-09-14 01:08:58.785526+00:00,はン,UC9gzBeJF64YztYeg_ACsOeQ,False,False,False,移籍前はソシエダで出場するの厳しいって言われてたのに
LCC.EhwKGkNNNzNpT3FQMW84REZlM0p3Z1FkajdFSUJ3,2025-09-14 01:09:04.408999+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,レオさんの眠気75%
LCC.EhwKGkNJQ0V1dXlQMW84REZVRER3Z1FkMFdjNHhn,2025-09-14 01:09:09.407568+00:00,ビーライン,UCYIJCzCJFwJtLawz6LmV9-w,False,False,False,トレント呼びしてって言ってるのみんなに名前で呼んでほしいってことだから急になんか可愛く思えてきた
LCC.EhwKGkNLR0trX2VQMW84REZRZkR3Z1FkU0lNdXJR,2025-09-14 01:09:31.841219+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,んだそれ
LCC.EhwKGkNLTEMtZmlQMW84REZmSER3Z1FkTnFVWU53,2025-09-14 01:09:35.614092+00:00,ミルクティーgg,UCCVI1c1S1Ca84s22JOYsjxQ,False,False,False,ヤケクソシュートがちで草
LCC.EhwKGkNLMno5UG1QMW84REZRTTlyUVlka0dRQUNn,2025-09-14 01:09:37.634880+00:00,来世はひとなみ,UC1HjLO5RkOQ5zcPolFmuO5A,False,False,False,アランブル荒ぶるのやめて
LCC.EhwKGkNKTEF6dnFQMW84REZjN0h3Z1FkWjdzdzdn,2025-09-14 01:09:39.103918+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,アランブル荒ぶってるん
LCC.EhwKGkNMSy1wdnlQMW84REZiZk53Z1FkcTFZcDFB,2025-09-14 01:09:42.641351+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,サッカーもっと目がいってしもうてる感じの選手出て来たら面白いのに
LCC.EhwKGkNJbU5tUDJQMW84REZYUFB3Z1FkMWVZREZn,2025-09-14 01:09:44.504205+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,ニャンを感じたw
LCC.EhwKGkNKblBpdi1QMW84REZkYkh3Z1FkWHBZY2Rn,2025-09-14 01:09:48.476850+00:00,ふーま,UC1e4PiEsG8e5hbmIf1hj1Sw,False,False,False,アランブルはそうゆう人
LCC.EhwKGkNNaTBoNENRMW84REZkTWtyUVlkelE4aF9B,2025-09-14 01:09:50.521469+00:00,あかさたな,UCaOwJyU7cPq_JTXXpyr56tw,False,False,False,アランブルあらぶる
LCC.EhwKGkNPbjhxb0tRMW84REZWbkN3Z1FkaTdVOXJR,2025-09-14 01:09:55.298539+00:00,Sen兵衛,UC6BE9YwP85MyptZX8AGwicQ,False,False,False,タッチ乱れたからもう打っちゃえってやっちゃった
LCC.EhwKGkNJck9qNGFRMW84REZVRER3Z1FkMFdjNHhn,2025-09-14 01:10:03.239414+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,今の1番ムカつく
LCC.EhwKGkNLcS1tNGlRMW84REZVRER3Z1FkMFdjNHhn,2025-09-14 01:10:07.626905+00:00,フラットさん,UCMv8D82EPLjfP6e0mqXD0Cw,False,False,False,中々見ないプレーだった
LCC.EhwKGkNJU2duSXFRMW84REZTREV3Z1FkSlNzZlp3,2025-09-14 01:10:11.833846+00:00,すーしゃ,UCyO9OHd_1Igp15g-3sU9_nw,False,False,False,久保と同じ質でやれるのはソレールとブライスくらいか
LCC.EhwKGkNKZVhpSXVRMW84REZWTVRyUVlkRkpRb2Rn,2025-09-14 01:10:13.603766+00:00,Vamo ,UCAw9A_-2KiLODVq3lt_0d4g,False,False,False,このあとあれ入ったりするよね笑
LCC.EhwKGkNNcXEzWXVRMW84REZmSER3Z1FkTnFVWU53,2025-09-14 01:10:15.006805+00:00,レッドマン,UCeTGDWMWoLotkNkT_9BpQRw,False,False,False,マジでソシエダの試合見るの修行なんだよな
LCC.EhwKGkNNaTBqWTJRMW84REZmSER3Z1FkTnFVWU53,2025-09-14 01:10:17.882680+00:00,yuki,UCFYAcBbBt3WCveqs28vki7Q,False,False,False,ジョイマンみたいになっちゃう、荒ぶるアランブル
LCC.EhwKGkNOUG1xWTJRMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:10:18.347773+00:00,来世はひとなみ,UC1HjLO5RkOQ5zcPolFmuO5A,False,False,False,アランブル顔がノリの選手だからまったく好きになれない
LCC.EhwKGkNNakEzSTZRMW84REZZTER3Z1FkeFFRVy1B,2025-09-14 01:10:21.280256+00:00,かふぃ,UCwLwgnQHlgiYtlFT0EZyntQ,False,False,False,ソシエダはとりあえずタケ使おうってならない。結構プライド高いし
LCC.EhwKGkNNS09nNC1RMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:10:21.907693+00:00,JB,UC2MpgA1k1kbC0ZzapsKnpBA,False,False,False,ソレールいいね
LCC.EhwKGkNNLXlzNUNRMW84REZiZk53Z1FkcTFZcDFB,2025-09-14 01:10:24.795451+00:00,ああ,UCmldnXaJ971jQsk6niKkNow,False,False,False,ソシエダの選手はなんでクラブより代表の方が活躍するんでしょうか
LCC.EhwKGkNOdkhnNUtRMW84REZTTW1yUVlkaENBU2ZB,2025-09-14 01:10:28.207117+00:00,さかな,UCbIUVNCar_iNUhvbGriFTuw,False,False,False,メンデスほんまにどこいった
LCC.EhwKGkNJYU01cEtRMW84REZTREV3Z1FkSlNzZlp3,2025-09-14 01:10:29.830091+00:00,甘党,UCMbYicvcXL53McStkLlfY2A,False,False,False,今期もきついな
LCC.EhwKGkNQYkd6cFdRMW84REZTREV3Z1FkSlNzZlp3,2025-09-14 01:10:35.726938+00:00,Hayato,UCGjjx6rsUriOZmyI1MQq-ZA,False,False,False,久保は周りのレベル高ければ高いほど活躍する選手だもんなあ
LCC.EhwKGkNOdjdpcGFRMW84REZRTTlyUVlka0dRQUNn,2025-09-14 01:10:36.716827+00:00,はン,UC9gzBeJF64YztYeg_ACsOeQ,False,False,False,テンハグ呼ぶしかない
LCC.EhwKGkNORG15WmVRMW84REZWbkN3Z1FkaTdVOXJR,2025-09-14 01:10:39.843895+00:00,来世はひとなみ,UC1HjLO5RkOQ5zcPolFmuO5A,False,False,False,大怪我する前までスタメンだったサイドバックの選手もういないの？
LCC.EhwKGkNQeXM2SmlRMW84REZRTTlyUVlka0dRQUNn,2025-09-14 01:10:42.441556+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,12月くらいか？
LCC.EhwKGkNNSHBpWnFRMW84REZlX0R3Z1FkblpJc0Zn,2025-09-14 01:10:45.087622+00:00,グル,UCoUFHgRyEJCWZ988VHG23Xg,False,False,False,サイドに置くなら活かす形作って欲しい
LCC.EhwKGkNQREJscHVRMW84REZRTTlyUVlka0dRQUNn,2025-09-14 01:10:47.391187+00:00,ハルＲ２,UCv96SxW7MluhNM5S4phFeqQ,False,False,False,ソシエダはとりあえずミドルみたいなのやめてほしい
LCC.EhwKGkNQLUZzNXVRMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:10:47.860795+00:00,ヤマザキパン,UCIyMFZunMEu2ZEFuTGPdlKA,False,False,False,ファン・ニステルローイって今フリーでしたっけ？
LCC.EhwKGkNLNmxtNXlRMW84REZRZkR3Z1FkU0lNdXJR,2025-09-14 01:10:49.571236+00:00,Sen兵衛,UC6BE9YwP85MyptZX8AGwicQ,False,False,False,もう現地で解任論は出てるらしいですね
LCC.EhwKGkNOTEwtcC1RMW84REZWTVRyUVlkRkpRb2Rn,2025-09-14 01:10:57.421231+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,ヌーノ空いてる
LCC.EhwKGkNQV1h5YUNRMW84REZTTW1yUVlkaENBU2ZB,2025-09-14 01:10:58.707389+00:00,桓騎,UCaqblGX9VvPGtq9VGMw77Fg,False,False,False,ユースから監督って大体だめ
LCC.EhwKGkNKdXkxcUNRMW84REZlM0p3Z1FkajdFSUJ3,2025-09-14 01:10:58.923806+00:00,ゆうや,UCxk81B3sLXRXBByVqh8yecQ,False,False,False,名波さんに監督やらせようソシエダの
LCC.EhwKGkNNZlA3YUtRMW84REZRZkR3Z1FkU0lNdXJR,2025-09-14 01:11:03.500218+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,鉄のカーテン
LCC.EhwKGkNLWHU4NldRMW84REZlX0R3Z1FkblpJc0Zn,2025-09-14 01:11:09.893999+00:00,はン,UC9gzBeJF64YztYeg_ACsOeQ,False,False,False,チャビ
LCC.EhwKGkNJMi13YWFRMW84REZWbkN3Z1FkaTdVOXJR,2025-09-14 01:11:11.164532+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,マジでそうなんだよな久保は周りのレベルが高いほど活きるからできればCLビック6に行って欲しかった
LCC.EhwKGkNOYUY1cWFRMW84REZjX0V3Z1FkN0JFRk9B,2025-09-14 01:11:11.763616+00:00,あかさたな,UCaOwJyU7cPq_JTXXpyr56tw,False,False,False,オヤルサバルとか代表えぐいのに
LCC.EhwKGkNQam82cS1RMW84REZiZk53Z1FkcTFZcDFB,2025-09-14 01:11:30.717876+00:00,happiness happiness,UCNisncY9YTrFpAKqSxLEDpQ,False,False,False,ヌーノ
LCC.EhwKGkNNVERyckdRMW84REZWTVRyUVlkRkpRb2Rn,2025-09-14 01:11:33.922682+00:00,ハルＲ２,UCv96SxW7MluhNM5S4phFeqQ,False,False,False,思考しない監督ってただ業務放棄にしか思えないんだけどなんなんだろう
LCC.EhwKGkNNTzd6ckdRMW84REZWTVRyUVlkRkpRb2Rn,2025-09-14 01:11:34.446016+00:00,Vamo ,UCAw9A_-2KiLODVq3lt_0d4g,False,False,False,イマノルって今フリー？呼んだら？
LCC.EhwKGkNPYm56ckdRMW84REZmSER3Z1FkTnFVWU53,2025-09-14 01:11:34.452066+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,ズラタンって監督しないのかな
LCC.EhwKGkNQU2NpN09RMW84REZWTVRyUVlkRkpRb2Rn,2025-09-14 01:11:37.538827+00:00,T T,UCvHKj9t2occtK0gHqC86z1g,False,False,False,守備できないイマノルはキツいよ
LCC.EhwKGkNPdm9pY0NRMW84REZkYkh3Z1FkWHBZY2Rn,2025-09-14 01:12:04.779146+00:00,あかさたな,UCaOwJyU7cPq_JTXXpyr56tw,False,False,False,レオさんスペインモラタとオヤルサバルどっちがいいと思います？
LCC.EhwKGkNPLWQxOE9RMW84REZjRFN3Z1FkSEFVUUR3,2025-09-14 01:12:12.339701+00:00,ハヤト,UCEFfO-zLYQiEEZGTkX-hD-Q,False,False,False,テンハグ呼んでほしい、ほんまに
LCC.EhwKGkNNMm1rTTJRMW84REZjVEh3Z1FkNkZraHRR,2025-09-14 01:12:32.151922+00:00,アキラ,UCQagp4a1EXYwM3q93ooSW3w,False,False,False,ガリー・ネビル酷すぎてエンリケに握手シカトされたの「認めてねぇぞ」感あってオモロイ。
LCC.EhwKGkNMTE9xOC1RMW84REZUYkR3Z1FkZzk0RkZR,2025-09-14 01:12:36.791765+00:00,ミルクティーgg,UCCVI1c1S1Ca84s22JOYsjxQ,False,False,False,久保無敵モードで草
LCC.EhwKGkNLNzQ0TS1RMW84REZlM0p3Z1FkajdFSUJ3,2025-09-14 01:12:37.664700+00:00,ああ,UCmldnXaJ971jQsk6niKkNow,False,False,False,調子悪すぎる時の聖和学園みたいになっとる
LCC.EhwKGkNPSDEtdENRMW84REZUYkR3Z1FkZzk0RkZR,2025-09-14 01:12:40.186284+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,何してんだ...
LCC.EhwKGkNJZVU5ZG1RMW84REZkUURyUVlkclBBdnZB,2025-09-14 01:12:58.966412+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,そのくせ現地ファンは久保に足りないとか言われてマジで可哀想すぎる
LCC.EhwKGkNJYk9odDZRMW84REZWckJ3Z1FkaEw4alN3,2025-09-14 01:13:07.640915+00:00,yuki,UCFYAcBbBt3WCveqs28vki7Q,False,False,False,マドリーが10人なの忘れる
LCC.EhwKGkNLQ0twdDZRMW84REZVRER3Z1FkMFdjNHhn,2025-09-14 01:13:08.155641+00:00,あ,UCuydGmVgpWNdCv4fqCPm1Jg,False,False,False,でもやっぱ久保入るとチャンス作ってくれる
LCC.EhwKGkNNT1o4T0dRMW84REZVRER3Z1FkMFdjNHhn,2025-09-14 01:13:15.661253+00:00,ビーライン,UCYIJCzCJFwJtLawz6LmV9-w,False,False,False,補強してくれ発言が尾を引いてたりするのかな
LCC.EhwKGkNPR28zZU9RMW84REZRZkR3Z1FkU0lNdXJR,2025-09-14 01:13:19.546385+00:00,allset,UC-pdqS_neAoLd1XJg1yNiYA,False,False,False,オヤルサバルと仲が悪そうに見えます
LCC.EhwKGkNQTzc5ZVdRMW84REZTREV3Z1FkSlNzZlp3,2025-09-14 01:13:24.136795+00:00,ill441,UCDej7Rsk3DOd71xj2NBGjYg,False,False,False,海外でサッカーするって本当に差別との戦いなんだなぁ
LCC.EhwKGkNPS2M4dXFRMW84REZjN0x3Z1FkaWdBZVZ3,2025-09-14 01:13:34.569477+00:00,ゴットー,UC8owdKScPolERLJAewxTNCA,False,False,False,なぜソシエダの試合みなくなったか再確認できたわ11対10でこれはない
LCC.EhwKGkNJdlk1T3lRMW84REZWTVRyUVlkRkpRb2Rn,2025-09-14 01:13:38.541905+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,うぐうううううううう頑張れえええええ
LCC.EhwKGkNOYmgwZkNRMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:13:46.620492+00:00,かふぃ,UCwLwgnQHlgiYtlFT0EZyntQ,False,False,False,いやーほんま
LCC.EhwKGkNQZlYwZmFRMW84REZWbkN3Z1FkaTdVOXJR,2025-09-14 01:13:59.202278+00:00,ワタル,UCYdDEtigyQ7QFX22i66DwHg,False,False,False,もう補強取れ発言が原因で放出してくれ
LCC.EhwKGkNJLUMwX2FRMW84REZUYkR3Z1FkZzk0RkZR,2025-09-14 01:13:59.226477+00:00,enwat,UCqCetLJGjGo4oQE9K5SMmJg,False,False,False,帰宅
LCC.EhwKGkNMSHlwdm1RMW84REZjX0V3Z1FkN0JFRk9B,2025-09-14 01:14:04.794288+00:00,じょず,UCedCgKdygnVguIknc4yT38w,False,False,False,これはYASUDAがスポンサーになるべき
LCC.EhwKGkNOdm02X21RMW84REZjNE1yUVlkNFFrS1VB,2025-09-14 01:14:05.921668+00:00,ダヨ,UC0iKxQwYNEOoBgWBuyXp-Rg,False,False,False,帰らないでみんなーーーー
LCC.EhwKGkNJX0Y0X3FRMW84REZjN0h3Z1FkWjdzdzdn,2025-09-14 01:14:07.883935+00:00,ゆってぃ,UCjERt9q701VwaEZSac4JVbA,False,False,False,何したいの
LCC.EhwKGkNJR0ZwdnlRMW84REZRTTlyUVlka0dRQUNn,2025-09-14 01:14:11.069891+00:00,来世はひとなみ,UC1HjLO5RkOQ5zcPolFmuO5A,False,False,False,マジョルカくらいのクラブの方が何がなんでも久保にボールあつめるのに
LCC.EhwKGkNKT2NsdjJRMW84REZTREV3Z1FkSlNzZlp3,2025-09-14 01:14:12.920018+00:00,L,UCqEr_dsNjj0OlwZBCDJJ73g,False,False,False,あー終わった
LCC.EhwKGkNJTC13b0dSMW84REZjYy1yUVlkektjMU93,2025-09-14 01:14:22.033197+00:00,おちゃ,UCokYk2RJ5e7hcvJQZ4cy4-w,False,False,False,マドリー１０人か、、相手がソシエダで助かってて草
LCC.EhwKGkNJTExrSVNSMW84REZkTWtyUVlkelE4aF9B,2025-09-14 01:14:27.495436+00:00,yuki,UCFYAcBbBt3WCveqs28vki7Q,False,False,False,負けちゃったか〜
