group,n,mean,ci_low,ci_high,ci_width,stderr
Spain,2,1.2608854521870527,1.120977253580455,1.4007936507936507,0.27981639721319573,0.09893003597831962
Japan,3,0.149976699458542,0.0311934900542495,0.38143240386960403,0.35023891381535455,0.09450237214650896
UK,4,1.2129511464687897,0.6636898182136719,1.7622124747239076,1.0985226565102357,0.2796327442075524
France,1,0.8944813490035769,0.8944813490035769,0.8944813490035769,0.0,
USA,1,0.4148040901275903,0.4148040901275903,0.4148040901275903,0.0,
Dominican,1,1.426356040220932,1.426356040220932,1.426356040220932,0.0,
