share,country,topic_id
0.018491585289840018,Unknown,0
0.017452732183669228,Unknown,1
0.0166216496987326,Unknown,2
0.015375025971327654,Unknown,3
0.015167255350093497,Unknown,4
0.014751714107625182,Unknown,5
0.014543943486391025,Unknown,6
0.014336172865156867,Unknown,7
0.013712861001454394,Unknown,8
0.013712861001454394,Unknown,9
0.013712861001454394,Unknown,10
0.013712861001454394,Unknown,11
0.013297319758986079,Unknown,12
0.012881778516517764,Unknown,13
0.01246623727404945,Unknown,14
0.012258466652815292,Unknown,15
0.012050696031581135,Unknown,16
0.012050696031581135,Unknown,17
0.011842925410346978,Unknown,18
0.011842925410346978,Unknown,19
0.01163515478911282,Unknown,20
0.011219613546644504,Unknown,21
0.011011842925410346,Unknown,22
0.011011842925410346,Unknown,23
0.010596301682942032,Unknown,24
0.010596301682942032,Unknown,25
0.010388531061707874,Unknown,26
0.010388531061707874,Unknown,27
0.010180760440473717,Unknown,28
0.010180760440473717,Unknown,29
0.010180760440473717,Unknown,30
0.00997298981923956,Unknown,31
0.00997298981923956,Unknown,32
0.00997298981923956,Unknown,33
0.009765219198005402,Unknown,34
0.009765219198005402,Unknown,35
0.009557448576771245,Unknown,36
0.009557448576771245,Unknown,37
0.009349677955537088,Unknown,38
0.00914190733430293,Unknown,39
0.00914190733430293,Unknown,40
0.00914190733430293,Unknown,41
0.00914190733430293,Unknown,42
0.00914190733430293,Unknown,43
0.008934136713068773,Unknown,44
0.008934136713068773,Unknown,45
0.008934136713068773,Unknown,46
0.008934136713068773,Unknown,47
0.008726366091834614,Unknown,48
0.008518595470600457,Unknown,49
0.0083108248493663,Unknown,50
0.0083108248493663,Unknown,51
0.008103054228132142,Unknown,52
0.007895283606897984,Unknown,53
0.007687512985663827,Unknown,54
0.007687512985663827,Unknown,55
0.007687512985663827,Unknown,56
0.007687512985663827,Unknown,57
0.00747974236442967,Unknown,58
0.00747974236442967,Unknown,59
0.00747974236442967,Unknown,60
0.00747974236442967,Unknown,61
0.007271971743195512,Unknown,62
0.007064201121961355,Unknown,63
0.007064201121961355,Unknown,64
0.006856430500727197,Unknown,65
0.006856430500727197,Unknown,66
0.0066486598794930395,Unknown,67
0.006440889258258882,Unknown,68
0.006440889258258882,Unknown,69
0.006440889258258882,Unknown,70
0.006440889258258882,Unknown,71
0.006440889258258882,Unknown,72
0.006233118637024725,Unknown,73
0.006233118637024725,Unknown,74
0.006233118637024725,Unknown,75
0.0060253480157905675,Unknown,76
0.0060253480157905675,Unknown,77
0.0060253480157905675,Unknown,78
0.00581757739455641,Unknown,79
0.00581757739455641,Unknown,80
0.00581757739455641,Unknown,81
0.00581757739455641,Unknown,82
0.005609806773322252,Unknown,83
0.005609806773322252,Unknown,84
0.005609806773322252,Unknown,85
0.0054020361520880945,Unknown,86
0.0054020361520880945,Unknown,87
0.0054020361520880945,Unknown,88
0.0054020361520880945,Unknown,89
0.0054020361520880945,Unknown,90
0.0054020361520880945,Unknown,91
0.005194265530853937,Unknown,92
0.005194265530853937,Unknown,93
0.005194265530853937,Unknown,94
0.005194265530853937,Unknown,95
0.005194265530853937,Unknown,96
0.00498649490961978,Unknown,97
0.00498649490961978,Unknown,98
0.00498649490961978,Unknown,99
0.0047787242883856225,Unknown,100
0.0047787242883856225,Unknown,101
0.0047787242883856225,Unknown,102
0.0047787242883856225,Unknown,103
0.0047787242883856225,Unknown,104
0.0047787242883856225,Unknown,105
0.0047787242883856225,Unknown,106
0.004570953667151465,Unknown,107
0.004570953667151465,Unknown,108
0.004570953667151465,Unknown,109
0.004570953667151465,Unknown,110
0.004570953667151465,Unknown,111
0.004570953667151465,Unknown,112
0.004570953667151465,Unknown,113
0.004570953667151465,Unknown,114
0.004363183045917307,Unknown,115
0.004363183045917307,Unknown,116
0.004363183045917307,Unknown,117
0.004363183045917307,Unknown,118
0.00415541242468315,Unknown,119
0.00415541242468315,Unknown,120
0.00415541242468315,Unknown,121
0.00415541242468315,Unknown,122
0.00415541242468315,Unknown,123
