file,country,n_docs,n_valid,n_topics,coherence_c_npmi,coherence_umass,silhouette
LEEDS VS TOTTENHAM LIVE _ PREMIER LEAGUE WATCHALONG with EXPRESSIONS_chat_log.csv,Unknown,5745,4813,124,-0.35140185037236477,-16.31800263675855,0.07284575700759888
