file,country,n_docs,n_valid,n_topics,coherence_c_npmi,coherence_umass,silhouette
Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log.csv,Unknown,6088,5343,141,-0.33109351965920714,-15.477090398138994,0.10842277109622955
