file,country,n_docs,n_valid,n_topics,coherence_c_npmi,coherence_umass,silhouette
高井幸大所属🇯🇵スパーズ×田中碧所属🇯🇵リーズ【リアルタイム分析】※雑談もします_chat_log.csv,Japan,6097,5658,156,0.21857179095510385,-8.505760121992333,0.24123048782348633
