file,country,n_docs,n_valid,n_topics,coherence_c_npmi,coherence_umass,silhouette
LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log.csv,Unknown,6284,5862,164,-0.18854906613493752,-11.862158622074514,0.2555113732814789
