language,comment_count,avg_length,emoji_rate,cpm,entropy,percentage,match,stream
other,1389,17.290136789056877,10.655147588192944,15.339734246249474,9.346905725108442,23.435127383161802,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM LIVE _ PREMIER LEAGUE WATCHALONG with EXPRESSIONS_chat_log
nl,122,21.024590163934427,9.01639344262295,1.3473344694329992,6.774587186543295,2.0583769191833983,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM LIVE _ PREMIER LEAGUE WATCHALONG with EXPRESSIONS_chat_log
pt,58,10.827586206896552,6.896551724137931,0.640536059238639,5.095401144412406,0.97857263371014,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM LIVE _ PREMIER LEAGUE WATCHALONG with EXPRESSIONS_chat_log
it,116,14.0,6.0344827586206895,1.281072118477278,6.234353386848751,1.95714526742028,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM LIVE _ PREMIER LEAGUE WATCHALONG with EXPRESSIONS_chat_log
de,178,19.65730337078652,7.303370786516854,1.9657830783530643,7.594368787143994,3.0032056689724986,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM LIVE _ PREMIER LEAGUE WATCHALONG with EXPRESSIONS_chat_log
fr,85,15.223529411764705,3.5294117647058822,0.9387166385393847,5.920393914648756,1.4341150666441709,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM LIVE _ PREMIER LEAGUE WATCHALONG with EXPRESSIONS_chat_log
es,55,10.927272727272728,7.2727272727272725,0.6074048837607783,4.964742051407183,0.927956807828581,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM LIVE _ PREMIER LEAGUE WATCHALONG with EXPRESSIONS_chat_log
en,4504,51.631660746003554,3.685612788632327,49.93887813207639,9.688733299400909,71.04100946372239,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log
es,81,8.802469135802468,0.0,0.8981014939383187,3.55346311536519,1.2776025236593058,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log
other,1112,14.81025179856115,1.618705035971223,12.329492114313709,8.176083387628418,17.53943217665615,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log
nl,184,22.516304347826086,3.804347826086957,2.040131788699391,6.034791973456696,2.902208201892744,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log
de,232,15.560344827586206,2.586206896551724,2.5723400814035795,6.107676279375265,3.659305993690852,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log
it,78,11.14102564102564,0.0,0.8648384756443069,4.018380372311931,1.2302839116719244,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log
fr,53,9.60377358490566,0.0,0.5876466565275419,3.960042377873378,0.8359621451104101,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log
pt,29,18.20689655172414,0.0,0.32154251017544744,3.5595705776933944,0.4574132492113565,リーズユナイテッドvsスパーズ,LEEDS VS TOTTENHAM _ THE CLUB LIVE_chat_log
en,4321,43.70076371210368,8.562832677620921,46.85486915781311,9.962435609601133,70.37459283387622,リーズユナイテッドvsスパーズ,Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log
nl,256,19.33203125,1.171875,2.7759422597547228,6.372967639980805,4.169381107491857,リーズユナイテッドvsスパーズ,Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log
other,1024,16.1240234375,6.8359375,11.103769039018891,8.846690460649427,16.677524429967427,リーズユナイテッドvsスパーズ,Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log
es,20,12.3,0.0,0.21687048904333772,3.4288155570560286,0.32573289902280134,リーズユナイテッドvsスパーズ,Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log
fr,77,18.792207792207794,20.77922077922078,0.8349513828168502,5.772042586142161,1.2540716612377851,リーズユナイテッドvsスパーズ,Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log
it,33,12.818181818181818,3.0303030303030303,0.3578363069215072,4.87979007749062,0.5374592833876222,リーズユナイテッドvsスパーズ,Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log
de,238,16.247899159663866,3.361344537815126,2.5807588196157187,6.9116314579777836,3.876221498371336,リーズユナイテッドvsスパーズ,Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log
pt,63,13.238095238095237,6.349206349206349,0.6831420404865138,5.296359270800823,1.0260586319218241,リーズユナイテッドvsスパーズ,Leeds United vs Tottenham Hotspur LIVE Watchalong _ Premier League 2025_26_chat_log
ja,5823,23.605014597286623,100.0,56.73464300957264,9.261484015348266,95.05386875612145,リーズユナイテッドvsスパーズ,高井幸大所属🇯🇵スパーズ×田中碧所属🇯🇵リーズ【リアルタイム分析】※雑談もします_chat_log
en,21,78.33333333333333,100.0,0.204607161806805,2.521928094021745,0.3428011753183154,リーズユナイテッドvsスパーズ,高井幸大所属🇯🇵スパーズ×田中碧所属🇯🇵リーズ【リアルタイム分析】※雑談もします_chat_log
pt,13,3.0,0.0,0.12666157635659359,-1.4426951601859516e-10,0.21221025138752855,リーズユナイテッドvsスパーズ,高井幸大所属🇯🇵スパーズ×田中碧所属🇯🇵リーズ【リアルタイム分析】※雑談もします_chat_log
it,14,4.0,0.0,0.13640477453787,-1.4426951601859516e-10,0.22853411687887693,リーズユナイテッドvsスパーズ,高井幸大所属🇯🇵スパーズ×田中碧所属🇯🇵リーズ【リアルタイム分析】※雑談もします_chat_log
zh,24,4.041666666666667,100.0,0.23383675635063428,1.577428772480679,0.3917727717923604,リーズユナイテッドvsスパーズ,高井幸大所属🇯🇵スパーズ×田中碧所属🇯🇵リーズ【リアルタイム分析】※雑談もします_chat_log
ko,25,7.36,100.0,0.24357995453191073,1.9215419327588497,0.40809663728370876,リーズユナイテッドvsスパーズ,高井幸大所属🇯🇵スパーズ×田中碧所属🇯🇵リーズ【リアルタイム分析】※雑談もします_chat_log
other,23,8.869565217391305,26.08695652173913,0.22409355816935786,2.3183692533115843,0.3754489063010121,リーズユナイテッドvsスパーズ,高井幸大所属🇯🇵スパーズ×田中碧所属🇯🇵リーズ【リアルタイム分析】※雑談もします_chat_log
