group,n,mean,ci_low,ci_high,ci_width,stderr
France,1,36.941492079713846,36.941492079713846,36.941492079713846,0.0,
Japan,2,16.0845781050375,15.700123660346248,16.46903254972875,0.7689088893825033,0.3844544446912516
Spain,2,38.65546295181931,26.58809523809524,50.72283066554338,24.13473542744814,12.06736771372407
UK,4,35.138543390069096,28.06037596922762,44.74186774189511,16.681491772667492,5.149373743927183
