group,n,mean,ci_low,ci_high,ci_width,stderr
France,1,0.1124169647419519,0.1124169647419519,0.1124169647419519,0.0,
Japan,2,0.00216405605935695,0.0,0.0043281121187139,0.0043281121187139,0.0021640560593569496
Spain,2,0.10435192985740581,0.0685185185185185,0.1401853411962931,0.0716668226777746,0.0358334113388873
UK,4,0.04965273491230105,0.03793958328006437,0.0589626660440016,0.021023082763937224,0.006495411762297817
