group,n,mean,ci_low,ci_high,ci_width,stderr
France,1,0.8944813490035769,0.8944813490035769,0.8944813490035769,0.0,
Japan,2,0.03424884725301095,0.0311934900542495,0.0373042044517724,0.006110714397522896,0.003055357198761448
Spain,2,1.2608854521870527,1.120977253580455,1.4007936507936507,0.27981639721319573,0.13990819860659787
UK,4,1.2129511464687897,0.6636898182136719,1.7622124747239076,1.0985226565102357,0.3228920802849283
